partType,name,image,url,power,size
psu,Kingwin Lazer Gold 1000 W 80+ Gold Certified Fully Modular ATX Power Supply (LZG-1000),https://images-na.ssl-images-amazon.com/images/I/51QThMUtOLL.jpg,https://pcpartpicker.com/product/BCXfrH/kingwin-power-supply-lzg1000,1000,ATX
psu,Silverstone Strider 1000 W 80+ Gold Certified Fully Modular ATX Power Supply (ST1000-G),https://images-na.ssl-images-amazon.com/images/I/413Q7rCLsEL.jpg,https://pcpartpicker.com/product/TjV48d/silverstone-power-supply-st1000g,1000,ATX
psu,Sparkle R-SPI1000GCM 1000 W 80+ Certified Semi-modular ATX Power Supply (R-SPI1000GCM),https://m.media-amazon.com/images/I/31+oTXOFSsL.jpg,https://pcpartpicker.com/product/rCR48d/sparkle-power-supply-rspi1000gcm,1000,ATX
psu,Kingwin Lazer Platinum 1000 W 80+ Platinum Certified Semi-modular ATX Power Supply (LZP-1000),https://images-na.ssl-images-amazon.com/images/I/515dS03y3UL.jpg,https://pcpartpicker.com/product/VvJwrH/kingwin-power-supply-lzp1000,1000,ATX
psu,Kingwin KX-1000 1000 W 80+ Bronze Certified Semi-modular ATX Power Supply (KX-1000),https://m.media-amazon.com/images/I/51pb0pQT6IL.jpg,https://pcpartpicker.com/product/6Wh9TW/kingwin-power-supply-kx1000,1000,ATX
psu,Xion AXP-1000K14XE 1000 W 80+ Bronze Certified Semi-modular ATX Power Supply (AXP-1000K14XE),https://images-na.ssl-images-amazon.com/images/I/41hCQ%2B6RclL.jpg,https://pcpartpicker.com/product/HJLypg/xion-power-supply-axp1000k14xe,1000,ATX
psu,FSP Group AU-1000PRO 1000 W 80+ Gold Certified ATX Power Supply (AU-1000PRO),https://images-na.ssl-images-amazon.com/images/I/51%2BPIq%2BvooL.jpg,https://pcpartpicker.com/product/V8V48d/fsp-group-power-supply-au1000pro,1000,ATX
psu,Apevia Signature 1050 W 80+ Bronze Certified Semi-modular ATX Power Supply (ATX-SN1050W),https://cdna.pcpartpicker.com/static/forever/images/product/0bc881498f2fff4e6d736378f72a69d8.256p.jpg,https://pcpartpicker.com/product/pFZFf7/apevia-signature-1050-w-80-bronze-certified-semi-modular-atx-power-supply-atx-sn1050w,1050,ATX
psu,Enermax REVOLUTION D.F. 2 1050 W 80+ Gold Certified Fully Modular ATX Power Supply (ERS1050EWT),https://m.media-amazon.com/images/I/514CLAKap3L.jpg,https://pcpartpicker.com/product/WjcgXL/enermax-revolution-df-2-1050-w-80-gold-certified-fully-modular-atx-power-supply-ers1050ewt,1050,ATX
psu,Thermaltake Toughpower GF A3 - TT Premium Edition 1050 W 80+ Gold Certified Fully Modular ATX Power Supply (PS-TPD-1050FNFAGU-L),https://cdna.pcpartpicker.com/static/forever/images/product/fde35fc1c95bec77a83fb6bebf236edb.256p.jpg,https://pcpartpicker.com/product/4v3NnQ/thermaltake-toughpower-gf-a3-1050-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-1050fnfagu-l,1050,ATX
psu,GameMax RGB Rainbow 1050 W 80+ Gold Certified Fully Modular ATX Power Supply (RGB-1050),https://cdna.pcpartpicker.com/static/forever/images/product/2f3c2c4a6c55c2c8e414077a6f3d0c23.256p.jpg,https://pcpartpicker.com/product/s3tKHx/gamemax-rgb-rainbow-1050-w-80-gold-certified-fully-modular-atx-power-supply-rgb-1050,1050,ATX
psu,Cooler Master MWE Gold 1050 - V2 1050 W 80+ Gold Certified Fully Modular ATX Power Supply (MPE-A501-AFCAG-US),https://cdna.pcpartpicker.com/static/forever/images/product/67e486ba95d1bf44c0f542d1af04fd85.256p.jpg,https://pcpartpicker.com/product/9GKKHx/cooler-master-mwe-gold-1050-v2-1050-w-80-gold-certified-fully-modular-atx-power-supply-mpe-a501-afcag-us,1050,ATX
psu,GameMax GX Pro Rampage 1050 W 80+ Platinum Certified Fully Modular ATX Power Supply (GX-1050 PRO WT),https://m.media-amazon.com/images/I/418AZyebkUL.jpg,https://pcpartpicker.com/product/J44Zxr/gamemax-gx-pro-rampage-1050-w-80-platinum-certified-fully-modular-atx-power-supply-gx-1050-pro-wt,1050,ATX
psu,GameMax GM-1050 1050 W 80+ Silver Certified Semi-modular ATX Power Supply (GM-1050),https://cdna.pcpartpicker.com/static/forever/images/product/1b8bd5e24ea9e7fe7f4f124175ad0d3d.256p.jpg,https://pcpartpicker.com/product/tMJkcf/game-max-1050w-80-silver-certified-semi-modular-atx-power-supply-gm-1050,1050,ATX
psu,Corsair HX1050 1050 W 80+ Gold Certified Semi-modular ATX Power Supply (CMPSU-1050HX),https://m.media-amazon.com/images/I/41wLWGFVY1L.jpg,https://pcpartpicker.com/product/9dh9TW/corsair-power-supply-cmpsu1050hx,1050,ATX
psu,PC Power & Cooling Silencer 1050 W 80+ Platinum Certified Fully Modular ATX Power Supply (FPS1050-A5M00),https://m.media-amazon.com/images/I/51KqzDYe4JL.jpg,https://pcpartpicker.com/product/Bz7v6h/pc-power-cooling-silencer-1050w-80-platinum-certified-fully-modular-atx-power-supply-fps1050-a5m00,1050,ATX
